4.8	93.81	1	2.6521	373.44938	0	0	29	27	8	8	17	1	112.6144	11	0	0	10.1694642857	10	1.1707272727
4.3	33.54	2	4.1216	289.43566	0	0	23	22	3	2	16	1	94.8024	6	1	0	5.6676428571	10	1.6896363636
19	63.36	3	4.5659	468.64808	0	0	41	35	5	4	35	0	137.8045	6	1	0	4.9	8	6.3752727273
41	44.9	3	3.5177	328.4684	0	0	29	25	3	2	23	0	101.2885	6	1	0	5.3	16	10.1201515152
1.4	61.82	0	-1.0293	194.1906	0	0	15	14	3	6	3	2	52.039	10	0	0	9.0930714286	10	0.6890909091
12	99.24	1	-0.7689	216.27736	0	0	14	14	4	5	12	2	58.0325	0	0	1	1	10	0.4254545455
1.9	154.97	1	-1.8541	376.38374	0	0	28	26	7	9	18	4	92.5507	6	0	2	1.5	10	0.1802727273
78	61.77	1	1.5479	214.04986	0	0	11	12	5	5	9	2	46.7657	0	0	0	0.26	6.5	1.1353818182
1.5	296.18	3	-1.8619	464.38788	0	0	31	30	14	17	19	7	95.5044	5	0	2	2	13	0.2081181818
7.8	80.32	3	2.7118	407.48218	0	0	36	33	7	4	15	0	119.2509	21	1	0	2.8	22	4.54
0.14	418.23	16	-2.7727	1095.329	0	0	85	82	28	23	72	7	306.959	6	2	0	30.2438571429	25	2.3486363636
2.5	162.71	3	-1.5722	363.38828	0	0	30	28	10	8	20	4	93.3903	6	1	1	1.5	13	0.2446363636
3.6	203.97	2	-1.2315	461.49478	0	0	34	31	11	13	19	4	112.443	11	0	1	0.75	13	0.1691818182
3.3	229.58	4	-1.6817	462.50272	0	0	38	35	14	11	23	4	114.573	11	1	1	1.1	22	1.306030303
0.89	237.76	1	-1.642	453.49922	0	0	32	29	12	15	18	4	104.7482	10	0	1	2.2	16	0.1669363636
2.6	214.39	2	0.4049	477.55708	0	0	34	31	10	12	19	4	118.239	11	0	1	0.83	13	0.1942727273
2.2	203.58	2	-0.4111	480.56106	0	0	35	32	10	12	25	5	126.8446	5	1	1	2.1	11	0.7863636364
1.9	203.58	2	-0.5904	396.42146	0	0	28	26	10	12	18	5	97.0556	5	0	1	2.5	13	0.2221818182
1	243.71	2	-2.3042	451.43372	0	0	32	30	11	14	20	7	106.0251	5	0	2	3.9	13	0.2134545455
1.5	242.06	1	-1.73422	470.52644	1	0	32	30	13	15	22	4	109.6782	5	0	1	1.5	10	0.1808636364
0.61	310.14	2	-0.7607	582.65292	0	0	40	37	13	17	24	6	138.5381	10	0	2	1.5	11	0.1045727273
1.3	273.69	3	-1.8512	644.65944	0	0	48	44	17	19	30	7	162.2519	11	0	1	2.2	13	0.6640454545
0.66	251.51	2	-3.7676	518.5461	0	0	41	38	14	14	25	5	124.8488	11	1	2	4.3	13	0.4967727273
2.7	229.88	2	-1.0472	477.44731	0	0	32	31	12	14	21	6	107.9546	5	1	1	1.2	13	0.2479090909
0.42	326.79	2	-3.0378	573.6031	0	0	39	36	16	19	27	7	127.2831	5	0	2	5.2	8.8	0.1373181818
3.6	204.63	2	-0.207	426.44414	0	0	30	28	10	12	20	5	100.3976	5	0	1	0.79	13	0.1826363636
1.9	207.46	2	-0.1339	514.57728	0	0	39	35	10	12	23	5	132.7926	11	1	1	2.1	13	0.309
2.9	171.94	4	-1.0803	407.44084	0	0	32	31	11	9	21	5	105.5781	6	1	1	2.654	16	0.2304545455
2.4	247.59	2	-1.7239	545.56814	0	0	40	37	11	14	23	6	134.4561	11	1	2	2.2	13	0.5790181818
2.1	203.58	2	-0.9805	382.39488	0	0	27	25	10	12	17	5	92.2486	5	0	1	1.6	13	0.2115454545
1.5	264.39	4	-1.386	534.56868	0	0	42	38	15	15	30	7	138.1325	5	1	1	2.7347142857	13	1.0825272727
0.26	299.72	2	-1.1855	552.56404	0	0	39	36	14	18	22	6	129.5421	11	0	2	5.4	13	0.1115454545
2.2	201.89	2	-0.8416	423.3773	0	0	31	29	11	13	20	6	98.4336	5	0	1	1.229	13	0.1699090909
3.9	142.48	2	-1.2778	347.38888	0	0	29	27	9	7	19	4	91.3673	6	1	1	0.89	10	0.2469090909
3.3	146.96	1	0.011	415.48598	0	0	31	28	6	8	16	4	108.3912	11	1	1	2.3	13	0.4707272727
1.8	169.38	1	-0.4136	395.4301	0	0	28	26	8	10	18	5	96.1782	5	0	1	0.65	13	0.124
2.7	179.33	1	-0.5305	422.45544	0	0	30	28	10	11	19	5	102.8512	6	0	1	0.8	11	0.1477272727
3.3	142.48	2	-1.3741	349.40476	0	0	29	27	9	7	23	6	92.6603	0	1	1	1.1	10	0.2105454545
2.9	102.71	2	3.546	458.5423232	0	1	34	33	5	6	20	2	125.9281	12	0	1	9.6971071429	13	0.8954272727
1.2	497.41	17	4.0129	1432.04592	0	0	109	104	32	30	67	13	380.9451	29	1	0	5.4	26	3.3349272727
2.8	43.37	0	2.0432	303.20422	0	0	19	19	2	3	12	1	79.0715	6	0	1	1.5	8.6	1.0336363636
2.4	115.38	3	1.8231	323.12938	0	0	20	20	5	4	12	2	74.3753	6	1	1	6.5	10	0.9115454545
0.37	54.75	2	2.9502	300.7628	0	0	24	22	2	2	10	2	95.0824	12	2	1	11	14	29.2901818182
4.1	30.61	3	2.8856	321.88802	0	0	25	24	3	1	14	0	99.5631	11	2	0	394.107071429	570	130.892636364
2.5	17.33	1	2.4015	275.7964	0	0	21	20	2	1	9	0	82.0817	12	1	0	22	22	4.6399090909
16	32.98	1	3.5423	319.8721	0	0	24	22	3	1	12	0	96.3367	12	1	0	10	16	9.3169090909
0.045	83.65	2	3.6005	276.73982	0	0	17	17	5	5	8	3	65.1594	6	0	0	70	10	0.2593181818
2	191.31	4	-0.0946	476.86374	0	0	37	34	7	9	26	5	110.7107	6	1	3	7.4	13	1.0153636364
1.5	117.87	3	3.0341	338.76614	0	0	24	22	6	6	9	3	82.9344	12	0	0	43	10	3.308
8.6	26	2	2.9729	263.35686	0	0	24	21	2	1	11	1	90.2754	12	1	0	7.8	16	4.7157272727
3.8	89.82	2	0.8902	373.46266	2	0	28	27	4	5	24	2	102.7281	0	0	1	0.35	8.8	0.5182727273
2.5	163.37	2	-0.2042	277.171141	0	0	18	18	6	9	10	2	58.7537	6	0	2	3.3	8.8	0.7782363636
2.3	162.3	2	-1.5627	357.4451	0	0	27	27	8	7	23	4	90.3948	0	1	2	1.1	10	0.1898181818
0.5	82.38	0	2.71808	342.40886	1	0	27	25	4	5	19	1	92.5025	6	0	1	8.5	10	1.1017363636
8.1	114.19	3	1.37918	252.33924	1	0	18	18	7	6	11	1	69.1831	5	0	0	2.5	10	1.1925318182
8.3	81.98	1	0.8566	331.3415232	0	1	29	26	5	5	16	2	94.2664	11	1	1	4.2	13	1.872030303
5.4	126.44	0	7.9831	929.14498	0	0	72	67	12	12	46	2	267.341	24	2	0	0.36	26	1.588369697
4.3	37.46	1	2.39588	325.3998832	1	1	27	25	3	2	14	0	92.5767	12	1	0	47	18	10.4553636364
14	119.31	3	0.2838	285.68698	0	0	21	19	7	8	11	0	66.522	10	0	0	9.2	13	2.2128181818
7.3	184.11	5	1.0226	748.9613	0	0	55	53	14	13	53	2	195.3479	0	1	0	3.4	13	1.8388181818
3.1	89.9	1	-2.4924	198.15282	0	0	15	14	5	6	12	3	44.9553	0	0	1	4.8204285714	8.8	0.4183636364
142	90.93	1	4.574	456.31642	0	0	31	30	7	7	20	5	116.2357	6	0	0	12.3850357143	13	1.2396818182
4.7	93.01	1	0.378	365.7865832	0	1	31	28	6	5	18	2	95.5621	11	1	1	6.7	13	1.7877272727
4.5	128.76	5	0.9325	425.99096	0	0	29	28	8	7	28	1	112.1448	0	1	0	2.9	13	3.3330227273
8.2	7.68	1	3.1763	315.86026	0	0	25	23	2	0	13	0	100.0317	12	1	0	26	46	14.4327272727
0.88	87.28	1	3.1345	315.7112	0	0	24	22	4	3	9	3	91.8717	12	1	1	55	10	2.345
4	38.03	3	2.4161	231.1018	0	0	16	15	3	2	9	1	67.9581	6	1	0	14	11	2.9075454546
2.5	33.68	3	3.6005	328.83914	0	0	28	25	4	1	15	1	111.9791	12	2	0	11	22	68.7710909091
13	57.04	1	2.4099	318.38746	0	0	26	24	5	4	18	2	90.6222	6	1	0	2	8.6	1.8737272727
32	57.04	1	2.016	304.36088	0	0	25	23	5	4	17	2	86.0347	6	1	0	1	6.5	2.0114545455
15	43.13	2	1.6532	300.37218	0	0	27	23	4	3	20	1	87.7025	6	1	0	6.2178571429	10	3.5608181818
2.1	83.09	1	3.2625	399.437	0	0	31	29	7	7	16	2	109.3567	13	0	0	49	11	4.151
3	78.09	2	6.6453	498.57444	0	0	44	39	6	5	13	2	153.5424	29	0	0	4.2	13	2.1830909091
0.89	33.2	0	1.3128	176.21508	0	0	14	13	3	3	7	1	53.328	6	0	0	21	10	1.0938181818
1.1	51.38	1	2.2128	261.085961	0	0	14	14	4	4	13	1	62.6022	0	0	0	10.2	8.6	0.779669697
7.5	278.8	5	4.1495	1202.61124	0	0	85	85	23	23	73	12	375.4656	0	0	0	19.37	18	2.9360727273
2.6	99.73	2	0.7692	182.1832	0	0	14	14	7	6	7	2	44.7656	5	0	0	7.8	10	1.0740909091
0.01	581.12	21	3.1446	1817.69974	0	0	143	131	38	36	92	9	476.9638	42	2	1	230	46	1.0508181818
16	184.8	2	3.6168	690.8472	0	0	50	48	12	13	36	9	188.844	5	0	0	0.41	13	1.5949090909
0.43	120.73	1	2.5304	314.253	0	0	25	23	6	6	10	4	88.2407	11	1	1	16.41875	10	0.5033636364
0.48	94.56	2	3.927	248.30088	0	0	18	17	4	4	4	2	67.1888	12	0	0	29	10	1.5251818182
0.16	714.96	18	-5.8731	1617.64682	0	0	122	119	41	41	86	20	427.357	16	1	4	9.2	25	9.1670242424
12	56.76	2	4.8099	427.55794	0	0	37	33	4	3	18	1	131.8251	18	1	0	52.3378571429	22	2.9258181818
130	123.49	3	-1.5576	228.20528	0	0	17	16	7	8	10	1	52.481	6	0	0	5.5592857143	10	3.1539090909
0.17	41.46	1	3.3565	305.1587	0	0	22	20	3	3	8	2	88.0597	12	0	0	220	10	1.709
1.1	191.31	4	-0.2687	462.83716	0	0	36	33	7	9	25	5	106.0207	6	1	3	10.45	13	1.1874545455
5.7	39.97	1	3.0707	384.53166	0	0	30	29	4	3	17	1	115.1787	12	1	0	21	22	6.2045454546
11	19.85	1	2.5716	267.38862	0	0	24	22	3	0	12	0	90.1204	12	1	0	23	20	12.525
0.12	41.46	1	2.7031	270.71364	0	0	21	19	3	3	7	2	83.0497	12	0	0	63	10	0.9680909091
1.4	487.75	14	-0.3959	1070.2249	0	0	79	76	29	27	55	12	293.5916	12	1	0	3.6	25	0.5078181818
3.3	94.83	3	1.8957	392.4610632	0	1	31	28	5	5	27	4	101.9564	0	0	0	7.9	10	1.1243181818
11	16.61	1	2.2197	232.2652896	0	3	18	18	2	0	12	0	59.6974	6	1	0	18	16	9.6754545455
3.7	98.77	1	3.0681	460.37136	0	0	30	30	6	7	21	3	115.9597	6	0	1	2.395	10	0.4178727273
11	28.68	1	3.1783	200.27954	0	0	17	16	2	1	6	0	62.7797	11	0	0	2.5	16	2.8200909091
9.3	114.89	2	7.0221	610.7193	0	0	50	46	7	5	27	5	182.6904	18	2	1	9.2683571429	22	7.4827272727
3.1	100.02	3	-1.9607	269.27708	0	0	21	20	8	7	17	4	79.5811	0	1	0	3	10	0.6986363636
0.025	227.36	3	11.1554	1164.37914	0	0	91	85	16	16	59	14	321.9923	18	0	0	52.9687857143	26	2.3990909091
1.7	98.33	2	1.9267	612.90563	0	0	20	20	5	6	11	3	98.2354	6	0	1	27.8152142857	8	0.2584545455
0.38	32.67	0	2.6544	284.74022	0	0	22	20	3	3	8	2	87.951	12	0	0	114.091214286	10	1.7479090909
0.06	66.91	1	2.527	230.67138	0	0	15	14	4	4	6	3	61.6837	6	0	0	58	6.6	0.8513863636
0.8	256.04	9	-8.8506	456.55478	0	0	48	46	23	8	48	0	111.1107	0	5	0	2.7	25	0.1558363636
3.5	52.16	1	3.1024	295.1407	0	0	20	19	2	2	7	1	75.6082	12	0	1	1	10	0.7620727273
2	140.87	1	2.1962	469.31844	0	0	33	30	7	9	19	3	113.8117	11	0	1	0.92	10	0.2105454545
11	93.03	2	-0.2105	236.22728	0	0	20	18	6	6	9	1	58.7715	10	0	0	1.2	10	0.8561818182
0.1	60.36	1	1.7009	249.1896864	0	2	19	18	2	3	6	1	58.834	12	0	1	14	6.5	0.6284909091
0.043	182.83	5	3.2473	764.93906	0	0	61	54	13	13	59	2	194.937	0	0	0	170	13	1.4847272727
1.7	203.06	6	2.2181	780.93846	0	0	62	55	14	14	60	2	196.0988	0	0	0	40	13	2.7984545455
29	100.16	4	1.8095	329.4134	0	0	27	26	6	4	14	1	95.2691	12	1	0	3.15	13	5.0286363636
13	85.58	1	2.0164	415.52578	0	0	32	30	7	6	18	2	118.6507	12	1	0	9.6053571429	10	2.8708181818
9.8	13.67	1	1.9371	256.36268	0	0	21	20	2	1	9	0	80.3617	12	1	0	11	22	5.8304545455
11	63.14	2	2.9938	370.50508	0	0	30	29	5	3	17	1	111.3307	12	1	0	1.9	8.6	1.6161818182
4.8	102.28	2	-2.2131	254.24256	0	0	19	18	5	8	7	2	63.9766	10	0	0	1.5	10	1.2967272727
0.9	60.42	2	2.6451	340.4824	0	0	27	26	4	3	14	1	103.8971	12	1	0	9.6	10	1.1845454546
14	224.45	5	3.6505	807.87922	0	0	63	58	15	15	45	6	205.2534	12	0	0	30.9067857143	13	3.3127090909
5.2	122.77	3	2.8734	442.57272	0	0	31	30	8	7	15	4	117.3421	12	1	0	13.1313571429	13	2.3334545455
180	63.6	2	2.6711	325.38164	0	0	30	26	5	3	18	2	94.4729	10	1	0	0.19	8.6	2.2654004329
9.5	80.02	3	3.5053	426.9192	0	0	37	33	5	4	15	2	125.0391	20	1	0	6	14	3.9780909091
2.7	163.36	0	7.6274	1035.22232	0	0	79	74	16	16	53	2	288.502	24	2	0	1.4	26	1.4306060606
5.3	33.98	1	3.2633	379.51514	0	0	32	29	4	3	19	1	120.2967	12	1	0	3.7	22	3.9488181818
1.6	112.27	1	2.3019	451.4751	0	0	37	33	10	10	19	1	128.5844	17	0	0	14	13	1.7212727273
14	13.67	1	2.5453	280.38408	0	0	24	22	2	1	11	1	88.9387	12	1	0	15	16	8.0423636364
11	104.55	3	-1.6852	246.1924432	0	1	19	18	6	6	11	2	53.0653	6	0	0	0.46	10	0.848
15	213.35	4	0.1609	542.51132	0	0	46	42	12	11	31	3	130.1385	12	1	2	38	13	30.6966666667
0.46	191.31	4	-0.8812	442.41868	0	0	36	33	7	9	25	5	105.8177	6	1	3	12.4828571429	16	0.8769090909
3.5	53.53	1	5.4682	398.51518	0	0	33	31	6	4	20	1	122.3464	12	1	0	9	20	6.8352727273
9.6	20.23	1	-1.017	246.14414	0	0	12	13	1	1	6	0	61.585	6	1	1	1.9	16	3.717
5.3	62.75	2	5.0539	383.52698	0	0	32	29	4	2	14	2	115.3474	16	1	0	37.4950714286	22	2.0524545455
22	37.3	1	4.5952	318.49346	0	0	26	23	2	2	25	1	95.4468	0	0	0	1.5	10	2.5511818182
1.6	126.41	2	-2.6959	365.4009	0	0	28	28	7	7	19	3	95.9482	6	1	2	4	8.8	0.411
13	42.77	2	4.5895	353.47786	0	0	29	27	4	3	16	1	111.4229	12	1	0	14.2321428571	11	3.0368181818
13	87.37	2	1.0208	269.3018	0	0	23	21	6	5	9	2	77.0666	12	0	0	2.7	8	1.7771454546
8.2	130.53	3	1.1648	321.37478	0	0	24	23	6	6	9	4	83.792	11	1	0	2.3	11	1.132
5.4	94.87	1	-0.0634	320.3188832	0	1	27	25	6	6	14	2	89.3684	11	1	1	6.2	13	1.8063333333
4	83.54	2	-0.1771	194.1906	0	0	17	16	5	4	5	2	51.8504	10	0	0	2.6	10	0.6519090909
12	133.21	1	2.74278	304.27806	1	0	22	22	5	5	12	3	79.1975	6	1	2	0.38	10	0.5762727273
20	213.35	4	0.1609	542.51132	0	0	46	42	12	11	31	3	130.1385	12	1	2	38	13	30.6966666667
0.33	69.23	1	4.1572	398.55824	0	0	32	29	3	4	28	4	115.2342	0	0	1	27	13	1.8578909091
1.9	127.57	1	1.4941	423.50472	0	0	33	31	3	6	14	3	115.1732	16	1	2	9.2573214286	22	1.2546909091
1.2	379.06	10	-1.6257	831.96186	0	0	63	60	22	20	44	9	233.3006	10	1	1	26.134	25	0.5909363636
15	119.41	4	2.4096	582.66944	0	0	52	45	10	8	32	4	171.3049	16	1	0	11.2092857143	13	4.422
0.013	324.57	3	16.1458	1309.624402	0	0	90	89	17	21	84	6	347.6492	0	0	4	62	25	1.8575515152
0.45	191.81	3	-1.1748	474.50686	0	0	38	35	10	10	27	5	124.7194	6	1	2	4.4	13	1.0033
5.6	195.11	6	0.3685	734.93472	0	0	54	52	14	13	52	2	190.6177	0	1	0	2.8	13	1.4767272727
290	72.37	2	0.5037	296.38194	0	0	23	23	6	4	16	1	82.8622	6	1	0	0.07	8.8	1.5562727273
30	40.46	2	3.6092	272.38196	0	0	23	20	2	2	17	0	81.0268	6	0	0	0.7	10	2.2195454546
0.94	111.77	0	6.1754	518.367161	0	0	36	33	5	7	28	2	125.6465	6	0	2	10.6521071429	13	5.0979454546
8.7	66.43	0	2.271	302.13004	0	0	19	19	3	4	10	3	71.732	6	0	1	15.9592142857	6.5	0.2467454545
10	69.1	4	-0.9279	205.3177	0	0	15	16	5	3	15	0	59.3687	0	1	0	2.7	16	1.5097272727
7	40.46	2	3.6126	296.40336	1	0	25	22	2	2	18	0	88.8408	6	0	0	11	10	5.5581818182
1.3	95.04	1	4.1779	375.45862	1	0	29	26	4	5	20	2	97.4484	6	0	1	8.7878571429	13	1.3383636364
4.7	95.04	1	3.8268	375.45862	1	0	29	26	4	5	20	2	97.1872	6	0	1	8.2	13	1.7046363636
14	57.07	3	0.0089	182.23954	0	0	15	15	4	2	9	0	53.0732	6	1	0	2.5	16	1.8719090909
13	44.12	0	2.6691	244.28904	0	0	19	18	3	4	7	1	68.8695	11	0	0	2.9	10	2.0713181818
0.5	160.83	3	1.3386	588.55658	0	0	48	42	13	13	35	1	139.1076	12	0	0	6	11	1.1946363636
0.79	68.3	0	5.2567	358.8419	0	0	26	24	4	4	6	2	95.974	18	0	0	32	16	1.1796
0.96	109.06	2	1.7563	436.4555232	0	1	40	35	8	6	21	2	116.8289	17	1	0	7.6	13	1.0520909091
